STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRUC,CVLLBRFR,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
AR,5,42,2,0,11,72311,26000,103456,43385,0,0,16610,286980,0,91862,5394,10668,17523,11.8136995,7753,48025,390163,5923,13830,42458,0,30011,1,1,5552,1,99.17474253,587412,,7101,23527,13159,15026,13.2,305498,772,254746,60446
AR,5,42,3,0,11,92222,26000,9277,58967,0,0,15078,275250,0,95731,12058,5278,10913,11.8136995,8977,30308,390163,11509,11900,67862,0,25935,1,1,1053,0,51.22278217,589523,,22474,13130,11893,12745,13.2,166745,155,254746,57846
AR,5,42,4,0,8,95924,26000,155470,52140,0,0,15340,250710,0,106749,11573,7665,8641,367.412212,4987,37817,390163,18043,13523,56589,0,24217,1,0,727,0,32.43374162,585202,,12989,16629,9966,17521,13.2,84817,0,254746,45954
FL,12,43,1,0,5,63945,150200,71981,28101,0,1,18837,249851,0,87803,4773,23549,12173,1.5217945,16789,51744,2198321,4477,19148,24287,0,29821,9,3,27691,0,125.6589234,562670,,3507,9047,10102,14388,9.6,387603,0,1631335,56616
FL,12,43,2,1,5,65613,150200,135102,30847,0,1,17725,264331,0,90928,9626,7988,11887,1.5217945,14205,78902,2198321,11191,23638,,0,27923,1,1,5283,1,50.25556251,562479,,9791,47276,7276,13653,9.6,238486,270,,49740
FL,12,43,3,1,5,71550,150200,264146,40265,0,0,18306,255498,0,98048,8003,9207,17798,1.5217945,21259,38844,2198321,1757,21244,,0,25361,0,0,5938,0,320.4775185,562080,,2130,8393,14792,17376,9.6,450053,0,,53043
FL,12,43,4,1,5,76798,150200,35481,26541,1,1,20370,283222,0,70727,4042,10608,30967,1.5217945,26323,36670,2198321,2153,18202,,0,37073,1,1,16386,0,261.1026475,562459,,680,7860,15167,10790,9.6,431795,0,,64427
FL,12,43,5,1,5,139522,150200,47473,22178,0,1,16583,224822,0,65668,6337,5136,12684,1.5217945,31912,47214,2198321,4688,17531,,0,25968,0,0,716,1,120.0802048,562926,,4938,24547,6295,12312,9.6,298143,379,,50104
FL,12,43,6,1,5,103557,150200,61758,32205,0,0,17615,236437,0,83199,9059,8758,15358,1.5217945,17425,37643,2198321,4075,18066,,0,28807,2,1,8695,0,137.7825767,562219,,6177,10819,10543,11799,9.6,162741,0,,53882
FL,12,43,7,0,5,88608,150200,22917,27730,0,1,22738,290119,0,74453,4862,5207,22803,1.5217945,33421,32040,2198321,969,20276,31784,0,35395,0,0,1074,0,581.5810114,563552,,966,6557,9938,12673,9.6,475687,0,1631335,70960
FL,12,43,8,0,5,63031,150200,28896,30390,0,0,21839,311293,0,72796,5023,7366,22520,1.5217945,43980,32830,2198321,843,19004,28382,0,36110,1,0,12404,0,666.9561091,562244,,991,6460,14951,12066,9.6,504423,0,1631335,70525
FL,12,43,9,0,5,122012,150200,18909,23381,0,0,18419,268022,0,66894,5073,5472,23410,1.5217945,36121,29999,2198321,896,18380,25464,0,34585,0,0,1077,0,628.140625,562814,46791622,1976,6147,10652,11055,9.6,440877,0,1631335,67076
FL,12,43,10,0,5,147116,150200,52476,28297,0,0,16717,263277,0,57560,3705,6233,22764,1.5217945,38848,28736,2198321,150,18056,35271,0,31582,0,0,1234,0,3748.673333,562301,,0,4447,8151,10225,9.6,562284,587,1631335,61769
FL,12,43,11,0,5,67189,150200,96432,35670,0,0,17131,299580,0,72860,4676,7636,25838,1.5217945,45203,41387,2198321,252,22845,28128,0,31197,1,1,4830,0,2231.321429,562293,46791622,140,10906,13968,15316,9.6,554201,538,1631335,71337
FL,12,43,12,0,5,96315,150200,71267,39885,0,0,17865,255685,0,87925,12677,3514,13904,1.5217945,23386,32211,2198321,3502,20682,30958,0,29239,0,0,1357,0,160.5885208,562381,,6808,8015,10159,15579,9.6,266579,0,1631335,57453
FL,12,43,13,0,5,173864,150200,30404,25373,0,1,20222,237154,0,58563,9187,2861,19149,1.5217945,35435,24983,2198321,1540,17695,22800,0,32512,0,0,522,0,365.2603896,562501,,1711,4427,6672,8832,9.6,464603,0,1631335,57839
FL,12,43,14,0,5,144033,150200,31618,25550,0,1,28202,248732,0,64379,9865,3173,22679,1.5217945,37325,27593,2198321,3493,18727,13900,0,33291,0,0,354,0,161.0332093,562594,,867,5693,9002,9215,9.6,361713,0,1631335,59387
FL,12,43,15,0,5,104314,150200,42640,26674,0,1,21804,266793,0,72047,6629,10751,14855,1.5217945,30174,34784,2198321,3132,18445,42076,0,34313,2,1,3865,0,179.6111111,562542,,1595,5588,9112,13438,9.6,427448,0,1631335,56596
FL,12,43,16,0,5,134300,150200,21680,23000,0,1,24539,258165,0,65569,10848,3638,19965,1.5217945,45250,30912,2198321,5273,21249,23719,0,35025,0,0,505,1,106.5533852,562833,,2516,6025,8284,11099,9.6,405271,0,1631335,58497
FL,12,43,17,0,5,55742,150200,329668,39552,1,1,15398,260046,0,111931,5962,8245,12567,1.5217945,165700,43075,2198321,104,26664,23372,0,24636,2,1,3412,0,5416.192308,563284,,0,8166,16952,26041,9.6,563260,0,1631335,51047
FL,12,43,18,0,5,97853,150200,21955,34655,1,1,19088,290069,0,64875,4675,5148,24483,1.5217945,319736,29290,2198321,115,18608,28438,0,30814,0,0,968,0,4890.382609,562394,,162,5534,17404,19108,9.6,561387,614,1631335,64181
FL,12,43,19,0,5,158467,150200,15307,16869,0,0,18773,262333,0,55570,4644,3801,28394,1.5217945,68135,24741,2198321,263,16522,22827,0,40691,0,0,305,0,2140.60076,562978,,239,4418,9515,10381,9.6,547157,0,1631335,68852
FL,12,43,20,0,5,91701,150200,25102,21836,0,1,21501,293791,0,68051,5635,7796,25138,1.5217945,79208,39331,2198321,3459,25148,22794,0,41369,1,1,4096,0,162.6692686,564157,,1682,6387,17506,11172,9.6,456827,0,1631335,68831
FL,12,43,21,0,5,55885,150200,23431,40625,1,0,16913,308196,0,79734,2329,5418,25675,1.5217945,313743,31022,2198321,237,20050,43634,0,34528,0,0,561,0,2373.004219,562402,,0,5554,24786,18107,9.6,557737,0,1631335,72140
FL,12,43,22,0,5,174436,150200,16102,18530,1,1,17241,268636,0,34769,3209,3132,28474,1.5217945,117328,22988,2198321,127,16039,21794,0,39419,0,0,280,0,4417,560959,,0,3817,12168,11946,9.6,560787,0,1631335,66333
FL,12,43,23,0,5,73410,150200,291230,37069,0,0,22760,271226,0,97154,12512,4261,14863,1.5217945,101890,36475,2198321,1230,24926,24151,0,26238,0,0,317,1,458.2479675,563645,,560,7288,11609,21348,9.6,503534,0,1631335,55453
GA,13,44,1,1,5,65286,90100,179555,41503,0,1,19492,259372,0,97903,7309,12848,10855,1.5217945,9904,48397,37921,10470,19562,,0,28865,3,2,25371,0,56.3165234,588541,,7838,15987,12638,15523,12.7,248390,0,,52069
GA,13,44,2,1,5,71255,90100,230432,53505,0,0,13455,258599,0,113168,14368,9220,9359,1.5217945,8158,46461,37921,10134,18734,,0,25186,2,1,13666,0,58.41829485,587603,,15992,18507,8427,16889,12.7,101695,0,,50322
GA,13,44,3,1,5,55743,90100,145300,48751,0,0,19209,289932,0,101899,3431,13856,16894,1.5217945,14000,46691,37921,3828,20399,,0,35084,1,1,12714,0,154.6504702,589718,,4274,12436,27241,15986,12.7,299123,0,,60420
GA,13,44,4,1,5,45125,90100,215648,34399,0,0,17584,353265,0,81469,2879,15481,30572,1.5217945,44297,48590,37921,443,20316,,0,42177,0,0,877,0,1330.232506,589431,,150,12793,17765,16674,12.7,575659,356,,75415
GA,13,44,5,1,5,61570,90100,365023,40079,1,0,14093,302906,0,86243,2836,13907,24235,1.5217945,22333,47362,37921,405,20925,,0,29713,1,1,1375,0,1448.212346,589380,,283,12530,24209,22731,12.7,571609,0,,58070
GA,13,44,6,1,5,31185,90100,37103,22056,0,0,21328,355591,0,83873,2704,7514,39213,1.5217945,26639,29979,37921,585,15393,,0,54111,0,0,1265,0,1002.805128,589018,,311,7072,16011,11208,12.7,523955,0,,89079
GA,13,44,7,1,5,64196,90100,77785,63989,0,0,25027,303726,0,98395,4136,5784,15351,1.5217945,8363,37358,37921,3703,19622,,0,33074,2,1,1156,0,158.7677559,589915,,5716,11952,13929,15344,12.7,225983,0,,60451
GA,13,44,8,1,5,71913,90100,182716,55059,0,0,15265,271715,0,104667,9730,19880,11822,1.5217945,6179,53533,37921,10644,18270,,0,28242,2,2,4763,1,55.50873732,587912,,13938,15383,10803,16372,12.7,186988,257,,50149
GA,13,44,9,1,5,69003,90100,21210,77060,0,0,23789,302602,0,96892,7832,4579,13730,1.5217945,9938,33304,37921,5804,17847,,0,30750,0,0,564,0,101.0182633,589355,,10675,10878,10077,12425,12.7,47408,0,,55656
GA,13,44,10,1,5,65924,90100,220672,53813,0,0,19584,269381,0,104205,6397,14605,10601,1.5217945,10148,57833,37921,5114,18549,,0,29122,1,1,10686,1,115.7031678,588046,,11776,24679,7784,15015,12.7,220540,0,,46367
GA,13,44,11,1,5,51347,90100,69438,48745,0,0,25535,311293,0,99432,6552,6813,18790,1.5217945,13167,45833,37921,6784,20155,,0,38542,1,1,698,0,86.28257665,589317,,9130,18865,10333,12758,12.7,258248,837,,67703
LA,22,45,1,1,8,107676,40100,90136,39716,1,1,26106,440027,0,100175,5344,13112,33872,367.412212,43599,55758,319359,2880,24907,,0,32866,0,0,2262,0,209.3222222,892691,55563914,3840,17739,21301,24620,13.8,673375,0,,103345
LA,22,45,2,1,8,74976,40100,426369,40398,1,1,14512,322135,0,129361,3423,13255,15412,367.412212,31692,53407,319359,258,22278,,0,21969,0,0,5982,0,2336.333333,748363,55563914,27,17874,19248,36514,13.8,745999,325,,63528
LA,22,45,3,1,8,89478,40100,203766,73010,0,1,28568,413526,0,179661,10885,7979,18110,367.412212,14648,52025,319359,6566,26260,,0,26252,1,1,2054,1,91.87602802,985142,175124114,5158,17786,24195,33656,13.8,350552,0,,83487
LA,22,45,4,1,8,78656,40100,199787,38475,0,0,13648,254997,0,115433,6262,11735,11494,367.412212,7367,46110,319359,6731,17206,,0,24867,3,2,20483,1,89.5961967,625414,122143111,7065,17169,9413,26708,13.8,256727,259,,47783
LA,22,45,5,1,8,86096,40100,193778,38347,0,0,16160,266994,0,122965,10736,8683,12501,367.412212,5395,50971,319359,9715,17794,,0,22377,2,1,3754,0,62.09089038,663834,,14432,24494,8898,24548,13.8,222681,0,,50989
LA,22,45,6,1,8,55372,40100,191278,33002,0,0,21295,279794,0,96718,4084,4811,16706,367.412212,10805,54287,319359,9220,16994,,0,31288,0,0,502,1,65.30683297,602764,122143111,3965,32482,9362,21557,13.8,365647,0,,52809
LA,22,45,7,1,8,65127,40100,143779,35643,0,1,16195,251032,0,110553,6384,4150,10789,367.412212,6260,34646,319359,8194,16278,,0,24772,0,0,507,0,73.55125702,603120,37088067,8077,14218,10208,21337,13.8,249137,0,,50479
MS,28,46,1,0,5,67906,24400,117486,67369,0,0,14202,240550,0,92227,5983,4955,7554,1.5217945,2440,30185,159713,10396,12365,78840,0,25412,0,0,538,0,49.55713736,515196,,14887,12865,11347,14750,9.3,29324,0,228493,41371
MS,28,46,2,0,8,66510,24400,324340,37776,0,0,10803,201161,0,109875,11506,7131,7019,367.412212,1909,38387,159713,12251,15642,35588,0,19236,0,0,546,1,41.9940413,514469,,13794,15614,5635,22269,9.3,36186,0,228493,35019
MS,28,46,3,0,5,62975,24400,161748,46324,0,0,13486,234720,0,93454,6802,7552,11749,1.5217945,3643,40231,159713,10004,14105,53135,0,26396,3,2,4232,0,51.50189924,519482,,13122,18574,8874,15117,9.3,68660,0,228493,43207
MS,28,46,4,0,8,67559,24400,209210,37989,0,0,12760,225917,0,91763,5957,6197,12754,367.412212,3365,39960,159713,7835,14563,33743,0,24491,0,0,616,0,65.56668794,513715,,9255,19200,7893,18089,9.3,184353,350,228493,43082
MS,28,46,5,0,5,56409,24400,103085,33730,0,1,14655,221137,0,93654,4422,14341,9086,1.5217945,9026,41964,159713,6427,15986,40168,0,25736,3,1,11476,0,80.07017271,514611,24021297,5206,11637,7597,16854,9.3,299181,459,228493,42285
NC,37,47,1,0,5,86491,104000,353983,72892,0,0,17228,246996,0,117641,13950,7045,7219,1.5217945,4116,45155,359282,8150,17429,75761,0,22065,2,1,2573,0,67.90503067,620094,,19872,20681,7927,19309,8.9,99229,0,707899,48654
NC,37,47,2,0,5,76190,104000,130729,55410,0,0,22004,286505,0,90828,9686,6495,14222,1.5217945,10085,45109,359282,4134,15630,70002,0,32469,0,0,2449,0,133.6548137,588375,,15186,22984,7824,12451,8.9,108587,267,707899,56826
NC,37,47,3,0,5,75075,104000,152213,52285,0,1,22973,261335,0,102435,14293,15597,12161,1.5217945,9566,58856,359282,7532,17558,54473,0,28625,1,1,22879,0,73.27642061,628733,,16897,25701,8558,14830,8.9,160101,0,707899,63244
NC,37,47,4,0,5,46156,104000,110993,29964,0,0,19359,321449,0,74051,4623,6220,20915,1.5217945,22005,64906,359282,1836,14843,46314,0,42478,0,0,665,1,300.8937908,552441,,5406,43843,11402,10266,8.9,356993,0,707899,64887
NC,37,47,5,0,5,76189,104000,84149,70307,0,0,18800,291264,0,80745,7478,3195,12241,1.5217945,5762,35989,359282,4143,13930,89922,0,30996,0,0,343,0,133.318127,552337,,15054,18864,11485,11669,8.9,113335,0,707899,50628
NC,37,47,6,0,5,68394,104000,40660,67752,0,0,18520,314266,0,78393,4380,3801,17191,1.5217945,7454,32436,359282,2458,14218,100176,0,35953,0,0,325,0,224.8425549,552663,,7206,14417,12280,8709,8.9,221128,0,707899,61275
NC,37,47,7,0,5,51169,104000,108163,44821,0,1,21185,225060,0,93932,6864,11539,11228,1.5217945,12436,41373,359282,3614,13834,46124,0,28092,5,4,76952,1,152.7495849,586905,,9686,16000,7428,14824,8.9,291706,184,707899,50146
NC,37,47,8,0,5,66177,104000,135718,74460,0,0,20310,273784,0,101514,6822,7316,10327,1.5217945,8109,34219,359282,4438,12279,89896,0,30399,0,0,10134,0,124.3891393,568770,,8530,14624,9365,13090,8.9,145347,575,707899,51215
NC,37,47,9,0,5,56168,104000,48431,47747,1,0,18555,317014,0,76291,2884,3390,27412,1.5217945,16111,27142,359282,1042,13254,69294,0,41441,0,0,431,1,530.2207294,552490,,1882,10498,15086,9987,8.9,397921,0,707899,70799
NC,37,47,10,0,5,67730,104000,29616,85607,0,0,18170,305379,0,86773,7386,2847,11159,1.5217945,5635,28791,359282,4366,12086,113594,0,32577,0,0,469,1,126.5009162,552303,,9942,13858,11565,9789,8.9,106865,0,707899,53453
NC,37,47,11,0,5,98286,104000,39680,62380,0,0,21247,267899,0,81974,6718,5679,8973,1.5217945,6609,36654,359282,6071,13788,74480,0,28240,0,0,488,0,91.00592983,558808,,11656,17187,7584,13043,8.9,102425,349,707899,48896
NC,37,47,12,0,5,64109,104000,313439,65366,1,0,17189,290544,0,91114,3510,5654,16124,1.5217945,9066,36530,359282,829,16706,64955,0,27977,0,0,724,0,665.8106152,551957,,2313,14170,13417,16622,8.9,442015,0,707899,56538
SC,45,48,1,0,5,53689,27700,116791,34269,0,1,25386,276042,0,93611,4931,21975,15223,1.5217945,13609,56142,25839,3147,14549,38154,0,32082,4,2,30926,0,184.7616778,581445,,4429,19618,10320,11699,5.8,387510,235,364230,61830
SC,45,48,2,0,5,58556,27700,147831,35773,0,1,21313,290071,0,94303,5611,12331,22808,1.5217945,12775,60940,25839,5225,15020,41565,0,35402,5,2,20129,0,111.1242105,580624,,6293,33589,8093,11955,5.8,245748,344,364230,56219
SC,45,48,3,0,5,75458,27700,120091,70802,0,0,21211,288506,0,97689,4686,6603,9753,1.5217945,5210,40638,25839,5385,11757,93343,0,31237,0,0,572,1,107.8687094,580873,,8522,22278,6740,14202,5.8,121991,0,364230,48531
SC,45,48,4,0,5,71524,27700,114656,65371,0,0,21343,303767,0,92581,3120,2846,13729,1.5217945,9516,27878,25839,2186,12383,90094,0,32866,0,0,457,0,265.9583715,581385,,3046,12649,10056,13294,5.8,352042,0,364230,61426
SC,45,48,5,0,5,68542,27700,178777,74370,0,0,18647,281716,0,106648,6735,4614,10563,1.5217945,4878,33685,25839,6829,12089,94223,0,29451,1,1,9741,1,85.10382194,581351,,10345,16982,7953,16233,5.8,95288,0,364230,48724
SC,45,48,6,0,5,68365,27700,361864,57268,0,1,19411,257996,0,115277,8512,8313,9836,1.5217945,3979,47027,25839,7337,13734,54211,0,22973,0,0,2600,0,79.21521058,581202,,15930,24980,8177,19361,5.8,222693,0,364230,47660
TX,48,49,1,0,13,90383,184000,102299,44899,0,0,15593,248343,0,102103,10216,9296,9481,8.9460405,10786,37060,1054354,11567,13585,43512,0,26629,1,0,521,0,48.89720757,565594,,17152,14179,8758,16462,12.5,74553,0,1650800,48569
TX,48,49,2,0,13,80535,184000,94517,40692,0,0,18297,231862,0,105441,8978,3902,8068,8.9460405,15186,38930,1054354,14195,14101,41052,0,25750,0,0,307,0,39.86657274,566454,,10283,20927,9603,16205,12.5,8415,0,1650800,43927
TX,48,49,3,1,13,26919,184000,41708,25982,1,0,14705,335764,0,94396,2448,6256,34440,8.9460405,47951,28771,1054354,315,16675,,0,48762,0,0,372,0,1795.495238,567383,,410,5840,10770,12136,12.5,543496,0,,74601
TX,48,49,4,0,13,77324,184000,47020,41997,1,0,17137,274486,0,98864,7851,4830,15850,8.9460405,12786,34108,1054354,6823,16189,51220,0,32013,0,0,329,0,83.13513117,567231,,15267,13089,9994,14206,12.5,182567,71,1650800,56831
TX,48,49,5,1,13,71099,184000,89332,37334,0,0,17452,280707,0,88454,6461,4848,22888,8.9460405,43246,34245,1054354,6604,16114,,0,29798,0,0,470,0,85.69291339,566887,,8293,13283,11251,16698,12.5,367506,0,,58543
TX,48,49,6,1,13,32768,184000,28790,27217,1,0,16201,330700,0,89340,2078,11162,26103,8.9460405,24179,35797,1054354,867,16963,,0,47795,1,1,2236,0,653.1211073,565504,,1114,7672,27384,12132,12.5,474805,0,,68757
TX,48,49,7,1,13,33213,184000,33947,20827,1,0,22086,325020,0,87760,2925,3891,32214,8.9460405,89562,24902,1054354,526,12585,,0,49539,0,0,353,0,1076.882129,565007,114465835,307,8426,9619,12966,12.5,545361,0,,71798
TX,48,49,8,1,13,39618,184000,28695,25748,1,0,20267,289190,0,102904,4948,4837,19325,8.9460405,28852,45367,1054354,3050,17913,,0,42870,0,0,473,0,185.7613115,565315,114465835,6917,22617,16424,12405,12.5,290947,0,,61375
TX,48,49,9,1,13,63171,184000,122375,32528,1,1,19483,272644,0,99532,3364,6505,12982,8.9460405,26366,41184,1054354,2056,17030,,0,35100,0,0,1240,0,275.3667315,564287,210154608,1102,17649,11170,16930,12.5,491902,0,,52822
TX,48,49,10,0,13,39655,184000,62858,24929,1,0,15225,316965,0,80688,3388,11926,23743,8.9460405,44738,74665,1054354,798,19566,35602,0,35723,1,1,4622,0,709.7205514,566357,,1189,43173,8006,17401,12.5,521160,0,1650800,58389
TX,48,49,11,0,13,71395,184000,90104,33511,0,0,13033,230624,0,97419,8569,15397,11664,8.9460405,24002,41489,1054354,11298,13996,30608,0,26698,1,1,38107,0,50.12214551,566280,,15249,12096,8197,16210,12.5,340922,1157,1650800,46119
TX,48,49,12,0,13,65900,184000,45334,44942,1,0,20060,280345,0,93268,4368,9312,16011,8.9460405,42022,30448,1054354,1723,15399,57798,0,31729,1,1,3308,0,328.4898433,565988,,5101,5737,13620,17095,12.5,432914,0,1650800,59910
TX,48,49,13,0,11,81102,184000,44925,39346,0,0,14899,253774,0,103327,15902,6840,10294,11.8136995,25426,38996,1054354,31756,15225,29792,0,25721,1,1,6958,0,17.84487971,566682,,13004,16931,8809,15913,12.5,269472,0,1650800,53850
TX,48,49,14,0,13,76103,184000,60270,38531,1,1,20818,259128,0,105702,14814,5357,11543,8.9460405,22640,40277,1054354,15378,17539,34711,0,29173,0,0,664,1,36.80634673,566008,,23244,17381,7750,15887,12.5,55833,0,1650800,50022
TX,48,49,15,0,13,61799,184000,6397,31397,0,1,14597,217324,0,144134,13532,5494,8450,8.9460405,101729,37817,1054354,8450,17876,19896,0,19554,1,1,1378,0,67.07751479,566805,56266693,9585,14447,6609,25581,12.5,275662,0,1650800,44689
TX,48,49,16,0,12,46880,184000,20313,36025,1,0,10772,233127,0,128513,2369,13437,10727,2.533392,136748,41568,1054354,485,16890,36202,0,24108,1,1,14564,0,1167.501031,566608,,499,11241,9017,23240,12.5,547846,0,1650800,49164
TX,48,49,17,0,13,89848,184000,19976,37335,0,0,15015,247014,0,102991,14575,6397,10059,8.9460405,19798,38681,1054354,28144,17004,28445,0,26263,1,1,6191,1,20.11991899,566255,,19687,15280,8577,15962,12.5,157219,127,1650800,48076
TX,48,49,18,1,13,53958,184000,253917,40212,1,0,19442,277165,0,103238,3028,5549,15175,8.9460405,71986,31296,1054354,250,15802,,0,25054,0,0,272,0,2258.832,568146,114465835,0,9945,13867,27228,12.5,568146,877,,57004
TX,48,49,19,0,11,57136,184000,14129,31152,0,0,14647,278872,0,104634,13588,6362,15758,11.8136995,25850,43861,1054354,20187,20360,22866,0,32227,1,1,2081,0,28.03413088,565925,,8902,17139,10379,13454,12.5,345539,0,1650800,61022
TX,48,49,20,0,13,53716,184000,32104,28325,1,0,13574,250483,0,104348,2770,22388,18336,8.9460405,56583,48891,1054354,290,16479,19186,0,25398,4,3,20320,0,1947.810345,564865,,606,10024,8116,21291,12.5,549470,0,1650800,53808
TX,48,49,21,0,13,75757,184000,14155,22964,1,0,16409,282164,0,91667,8368,12841,24315,8.9460405,23400,47356,1054354,17316,18257,29160,0,37861,2,1,7882,0,32.69259644,566105,,11945,16258,9495,12006,12.5,277188,190,1650800,57746
TX,48,49,22,1,13,32247,184000,71894,26032,0,0,21428,304311,0,107055,3708,6840,20619,8.9460405,69227,37018,1054354,1625,15826,,0,45166,0,0,560,0,349.4473846,569350,114465835,1994,14352,11047,13235,12.5,386008,0,,62320
TX,48,49,23,0,12,50837,184000,16532,29577,1,0,13693,236209,0,131791,9354,11181,13129,2.533392,92577,44816,1054354,58411,19682,15599,0,24064,2,2,34538,0,9.702556025,566736,,5765,13953,10341,21779,12.5,265009,559,1650800,48847
TX,48,49,24,1,13,51600,184000,115740,50583,1,0,17390,284128,0,106500,4015,9833,16779,8.9460405,52748,34252,1054354,2123,16216,,0,31159,2,2,1970,0,266.4997645,567791,,2981,8203,15462,19190,12.5,454976,0,,58905
TX,48,49,25,1,13,42571,184000,129857,33997,1,1,22902,303961,0,93723,2176,5903,19445,8.9460405,73562,34620,1054354,296,16610,,0,35495,0,0,430,0,1909.466216,563510,114465835,86,12107,13896,19316,12.5,556868,0,,62228
TX,48,49,26,1,13,42360,184000,30387,23972,1,0,12791,342809,0,71408,2936,5511,38204,8.9460405,49491,26023,1054354,701,13575,,0,50788,0,0,415,0,808.4479315,564764,,732,6937,17815,12682,12.5,479486,0,,78656
TX,48,49,27,0,13,57683,184000,13771,28929,0,1,15183,238459,0,131254,6175,9824,10905,8.9460405,73428,41782,1054354,4076,19728,23414,0,24016,3,1,2965,0,138.8596663,565992,56266693,2865,12230,8046,23087,12.5,454818,0,1650800,50889
TX,48,49,28,0,13,59528,184000,48437,36302,1,0,16504,236118,0,126219,7757,15942,10387,8.9460405,52062,44749,1054354,12177,18427,20921,0,22425,2,2,6519,0,46.51777942,566447,,8081,10380,9541,23259,12.5,330442,0,1650800,49542
TX,48,49,29,1,13,38219,184000,87068,52557,1,0,29350,268722,0,123990,2756,4750,12210,8.9460405,110106,25916,1054354,182,14049,,0,26342,0,0,311,0,3115.038462,568250,114465835,32,7117,18353,22442,12.5,561368,0,,59253
TX,48,49,30,1,13,45001,184000,251692,47987,1,0,15171,288610,0,103502,3219,9343,22361,8.9460405,57415,32778,1054354,233,17505,,0,27707,0,0,427,0,2433.377682,564902,,0,5930,18876,24906,12.5,564746,0,,59602
KY,21,51,1,1,4,93687,45500,47799,61455,0,0,15688,269270,0,101282,12872,8054,8874,15.6137875,4010,35325,158468,11229,12009,,0,24800,1,1,12801,0,54.69872651,614265,,41045,15262,10190,19837,20.4,48231,0,,50355
KY,21,51,2,1,4,70156,45500,33349,61530,0,0,18714,284214,0,105022,13702,10866,11683,15.6137875,6484,37013,158468,7761,13105,,0,27031,1,1,14862,0,79.26607396,615131,,49969,13042,10277,18366,20.4,113163,0,,56039
KY,21,51,3,0,4,85092,45500,112278,44182,0,0,15060,309313,0,78699,2264,8765,22392,15.6137875,9183,35657,158468,238,15549,51486,0,32863,1,0,660,0,2576.747899,613266,,82,11343,15009,17687,20.4,602287,266,368031,65369
KY,21,51,4,1,4,72563,45500,12960,50877,0,0,18656,288295,0,97745,9338,9495,15536,15.6137875,4179,36010,158468,5842,12007,,0,31500,0,0,457,0,105.1711743,602896,,31070,14508,16929,14860,20.4,292012,0,,60045
KY,21,51,5,1,4,74683,45500,5728,45791,0,0,12774,221371,0,121181,5350,4167,6638,15.6137875,1380,31838,158468,10017,12202,,0,17816,0,0,352,0,61.29370071,624837,,20673,15469,10253,25431,20.4,0,0,,41204
KY,21,51,6,1,4,70635,45500,49943,46992,0,0,17893,315851,0,95376,14228,8864,15433,15.6137875,8883,55139,158468,4642,15103,,0,30460,1,0,699,0,132.323352,614901,,31365,31172,9776,16692,20.4,221116,650,,60793
MD,24,52,1,0,2,74516,52000,89992,42148,1,1,28845,316881,0,83741,9353,20727,17659,28.008056,13639,60822,34386,3476,22490,42510,0,40440,1,0,7616,0,171.985328,597821,35880141,11567,17605,14169,11507,18.6,252840,0,528902,66067
MD,24,52,2,0,2,71998,52000,34943,35550,0,1,26512,321422,1,77155,3610,19797,26039,28.008056,19953,54037,34386,903,22976,46943,0,45303,1,0,6112,0,661.627907,597450,,2657,11264,13350,10308,18.6,453229,787,528902,64333
MD,24,52,3,0,2,79329,52000,103564,30591,1,1,20275,318100,1,69912,1861,23870,25635,28.008056,32730,60221,34386,213,20841,36322,0,41804,2,2,7201,0,2806.159624,597712,35880141,203,15510,12600,12348,18.6,586569,0,528902,61733
MD,24,52,4,0,2,43589,52000,349375,30740,0,0,21247,350723,1,85529,2064,71958,24244,28.008056,80911,111198,34386,193,29003,16902,0,46396,5,1,8533,0,3097.362694,597791,,139,10237,19065,14816,18.6,588033,0,528902,50607
MD,24,52,5,0,2,45094,52000,110764,29373,0,1,32596,339228,1,81924,4590,57329,19518,28.008056,33443,97142,34386,1567,25094,21725,0,51367,3,0,9294,1,381.3484365,597573,,6697,14719,13416,9908,18.6,310715,0,528902,62974
MD,24,52,6,0,2,68332,52000,26729,38992,0,0,31563,313112,1,90632,7378,20686,20124,28.008056,12514,57717,34386,2852,23491,41627,0,42229,2,2,5648,0,209.5582048,597660,,10125,13540,11640,10072,18.6,250069,0,528902,60743
MD,24,52,7,0,2,72043,52000,424441,38916,1,0,14601,287190,1,89792,1967,21391,18540,28.008056,17331,68392,34386,108,25271,29000,0,30115,0,0,1034,0,5534.268519,597701,35880141,98,21730,14617,24069,18.6,592868,200,528902,44027
MD,24,52,8,0,2,61779,52000,49122,13998,0,0,19865,346222,1,74636,3013,50937,30725,28.008056,102973,76927,34386,459,21284,19915,0,64199,1,0,3580,0,1302.309368,597760,,1110,4706,7316,7752,18.6,547013,0,528902,56873
